Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,177.67,177.84,394.70,240.05,83.36
Depreciation/Depletion,29.48,34.41,63.37,90.49,97.99
Non-Cash Items,46.23,-16.69,5.14,372.60,572.83
Cash Taxes Paid,12.30,21.67,45.69,83.42,128.54
Changes in Working Capital,-108.24,-122.61,-294.10,-316.68,-320.04
Cash from Operating Activities,146.12,85.88,207.25,436.56,512.65
Capital Expenditures,-321.12,-574.17,-300.13,-623.69,-514.52
"Other Investing Cash Flow Items, Total",-38.47,-118.38,-466.58,-620.16,-266.55
Cash from Investing Activities,-359.59,-692.55,-766.71,-1243.86,-781.07
Total Cash Dividends Paid,-4.28,-4.39,-4.24,-7.30,-10.00
"Issuance (Retirement) of Stock, Net",0,0.00,16.16,7.58,0.00
Cash from Financing Activities,97.07,1228.14,342.04,812.43,112.60
Foreign Exchange Effects,0.15,-0.14,0.12,0.04,-0.17
Net Change in Cash,-116.25,621.33,-217.30,5.18,-155.99
