Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16.18,22.07,25.20,25.81,0.02
Total Revenue,16.18,22.07,25.20,25.81,0.02
"Selling/General/Admin. Expenses, Total",13.53,18.92,17.28,15.82,0.95
Depreciation/Amortisation,0.34,0.52,0.47,1.00,0.24
Unusual Expense (Income),0.02,0.00,0.06,0.01,0
"Other Operating Expenses, Total",5.36,3.22,4.97,4.52,7.77
Total Operating Expense,19.26,22.67,22.79,21.34,8.95
Operating Income,-3.08,-0.60,2.41,4.47,-8.93
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-0.09,0.66
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-3.08,-0.61,2.39,4.38,-8.27
Provision for Income Taxes,0.31,0.78,0.94,1.66,0.00
Net Income After Taxes,-3.39,-1.39,1.45,2.72,-8.27
Net Income Before Extra. Items,-3.13,-0.76,1.61,2.74,-8.20
Net Income,-3.13,-0.76,1.61,2.74,48.87
Income Available to Com Excl ExtraOrd,-3.13,-0.76,1.61,2.74,-8.20
Income Available to Com Incl ExtraOrd,-3.13,-0.76,1.61,2.74,48.87
Diluted Net Income,-3.13,-0.76,1.61,2.74,48.87
Diluted Weighted Average Shares,197.54,197.54,197.54,197.53,171.51
Diluted EPS Excluding ExtraOrd Items,-0.02,-0.00,0.01,0.01,-0.05
DPS - Common Stock Primary Issue,0,0,0,0.06,0
Diluted Normalised EPS,-0.02,-0.00,0.01,0.01,-0.05
