Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,23.56,44.09,21.53,1.02,0.85
Total Revenue,23.56,44.09,21.53,1.02,0.85
"Selling/General/Admin. Expenses, Total",5.92,6.60,6.75,3.05,3.23
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.00,0,0,-0.05,-0.04
"Other Operating Expenses, Total",-0.20,-0.31,7.59,1.28,-0.32
Total Operating Expense,27.69,44.12,35.52,5.55,4.11
Operating Income,-4.13,-0.03,-13.99,-4.53,-3.27
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-4.13,-0.03,-13.99,-4.53,-3.27
Provision for Income Taxes,-0.63,0.51,-0.08,0.03,0.12
Net Income After Taxes,-3.50,-0.54,-13.91,-4.56,-3.39
Net Income Before Extra. Items,-3.50,-0.54,-13.91,-4.56,-3.39
Net Income,-1.73,0.21,-14.72,-4.39,-2.77
Income Available to Com Excl ExtraOrd,-3.50,-0.54,-13.91,-4.56,-3.39
Income Available to Com Incl ExtraOrd,-1.73,0.21,-14.72,-4.39,-2.77
Diluted Net Income,-1.73,0.21,-14.72,-4.39,-2.77
Diluted Weighted Average Shares,901.32,996.75,1031.53,1031.53,1031.53
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.01,-0.00,-0.00
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.01,-0.00,-0.00
