Fiscal Year,2015,2016,2017,2018,2020
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,19.80,25.31,1.82,-24.84,-49.46
Depreciation/Depletion,4.07,3.69,3.55,2.35,3.09
Non-Cash Items,-0.09,0.19,3.09,2.11,17.92
Cash Taxes Paid,3.01,4.18,3.68,1.88,-0.82
Changes in Working Capital,2.45,-11.45,-13.46,3.17,18.83
Cash from Operating Activities,26.22,17.75,-4.99,-17.20,-9.62
Capital Expenditures,-1.20,-0.87,-3.16,-3.38,-0.05
"Other Investing Cash Flow Items, Total",0.28,0.16,0.22,0.41,-0.13
Cash from Investing Activities,-0.92,-0.71,-2.94,-2.97,-0.18
Total Cash Dividends Paid,-18.87,-16.92,-16.92,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-19.01,-16.69,-17.99,3.97,-2.10
Foreign Exchange Effects,-0.73,-0.27,-0.12,0.09,-0.01
Net Change in Cash,5.56,0.09,-26.04,-16.11,-11.90
