Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-10.11,-7.03,-8.31,-9.15,-9.12
Depreciation/Depletion,4.65,5.40,5.52,5.35,4.96
Non-Cash Items,3.44,5.90,2.78,2.15,0.83
Cash Taxes Paid,0.00,-0.00,0.18,0.00,0.00
Changes in Working Capital,1.00,2.86,3.19,3.70,2.45
Cash from Operating Activities,-1.02,7.12,3.19,2.05,-0.87
Capital Expenditures,-0.89,-3.29,-0.04,-0.01,-0.00
"Other Investing Cash Flow Items, Total",0.73,0,0,0.55,0.00
Cash from Investing Activities,-0.17,-3.29,-0.04,0.54,-0.00
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",-1.77,0,0,0,0
Cash from Financing Activities,-16.95,-3.47,-3.96,-2.47,0.90
Foreign Exchange Effects,0.00,0,0,0,0
Net Change in Cash,-18.14,0.36,-0.81,0.13,0.02
