Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,12.20,21.75,19.80,9.53,5.64
Total Revenue,12.20,21.75,19.80,9.53,5.64
"Selling/General/Admin. Expenses, Total",16.50,18.23,13.15,10.26,9.04
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.23,0.00,0,0.00,-0.21
"Other Operating Expenses, Total",-0.47,-1.21,-0.47,-0.63,-0.31
Total Operating Expense,22.30,26.45,26.14,16.83,13.98
Operating Income,-10.11,-4.70,-6.34,-7.31,-8.34
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-2.33,-1.97,-0.95,-0.77
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-10.11,-7.03,-8.31,-8.26,-9.12
Provision for Income Taxes,0.19,-0.19,0.18,0.06,-0.01
Net Income After Taxes,-10.30,-6.84,-8.49,-8.32,-9.11
Net Income Before Extra. Items,-10.30,-6.84,-8.49,-8.32,-9.11
Net Income,-10.30,-6.84,-8.49,-8.32,-9.11
Income Available to Com Excl ExtraOrd,-10.30,-6.84,-8.49,-8.32,-9.11
Income Available to Com Incl ExtraOrd,-10.30,-6.84,-8.49,-8.32,-9.11
Diluted Net Income,-10.30,-6.84,-8.49,-8.32,-9.11
Diluted Weighted Average Shares,1163.18,1169.45,1169.45,1169.45,1169.45
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.01,-0.01,-0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,-0.01,-0.01,-0.01
