Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,39.27,62.38,50.77,49.34,127.61
Short Term Investments,117.32,151.67,80.81,111.58,117.59
Cash and Short Term Investments,156.59,214.05,131.58,160.93,245.19
"Accounts Receivable - Trade, Net",120.25,52.87,50.44,59.06,75.19
"Total Receivables, Net",141.90,72.54,85.15,94.00,94.96
Prepaid Expenses,3.57,3.48,4.04,5.45,5.24
"Other Current Assets, Total",20.65,20.36,44.69,13.60,445.58
Total Current Assets,509.61,502.54,621.35,620.95,1096.93
"Property/Plant/Equipment, Total - Gross",435.04,460.04,440.02,426.42,418.48
"Accumulated Depreciation, Total",-12.12,-13.29,-14.07,-13.46,-10.62
"Property/Plant/Equipment, Total - Net",422.92,446.75,425.94,412.96,407.86
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,1192.23,1685.87,1860.58,1946.95,1634.24
Total Assets,2127.06,2642.49,2911.95,2997.34,3143.67
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,5.12,0.00
"Other Current liabilities, Total",22.29,13.98,5.91,5.68,302.26
Total Current Liabilities,138.03,414.84,1015.20,395.85,666.05
Total Long Term Debt,1017.39,1179.18,746.27,1430.32,1254.91
Total Debt,1020.79,1458.12,1630.44,1711.45,1465.09
Deferred Income Tax,35.73,47.78,47.07,50.81,46.86
"Other Liabilities, Total",1.48,0.46,0.37,1.29,2.36
Total Liabilities,1203.66,1652.89,1823.59,1892.38,1983.60
"Common Stock, Total",171.31,172.51,173.95,175.23,176.23
Retained Earnings (Accumulated Deficit),659.60,715.13,826.09,854.55,906.53
Treasury Stock - Common,0.00,0.00,-1.52,-2.96,-3.89
Unrealised Gain (Loss),110.06,133.76,139.15,142.16,121.43
"Other Equity, Total",-17.56,-31.81,-49.31,-64.02,-40.23
Total Equity,923.40,989.59,1088.36,1104.96,1160.07
Total Liabilities & Shareholders' Equity,2127.06,2642.49,2911.95,2997.34,3143.67
Total Common Shares Outstanding,1182.84,1186.99,1186.41,1186.25,1187.49
"Tangible Book Value per Share, Common Eq",0.78,0.83,0.92,0.93,0.98
