Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,404.02,355.96,336.11,310.69,196.82
Total Revenue,404.02,355.96,336.11,310.69,196.82
"Selling/General/Admin. Expenses, Total",35.66,32.63,31.16,35.93,40.17
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),5.45,0.13,-3.86,0.01,-7.59
"Other Operating Expenses, Total",-1.90,-4.72,-1.43,-4.50,-16.45
Total Operating Expense,363.94,319.43,292.57,270.93,164.79
Operating Income,40.08,36.54,43.54,39.76,32.02
"Interest Inc.(Exp.),Net-Non-Op., Total",0,31.47,92.07,2.28,27.86
"Other, Net",0,0,0,0,0
Net Income Before Taxes,40.08,68.01,135.61,42.04,59.89
Provision for Income Taxes,6.27,5.26,4.18,9.36,1.36
Net Income After Taxes,33.81,62.74,131.43,32.68,58.53
Net Income Before Extra. Items,33.59,62.63,131.54,33.21,59.01
Net Income,33.59,62.63,131.54,33.21,59.01
Income Available to Com Excl ExtraOrd,33.59,62.63,131.54,33.21,59.01
Income Available to Com Incl ExtraOrd,33.59,62.63,131.54,33.21,59.01
Diluted Net Income,33.59,62.63,131.54,33.21,59.01
Diluted Weighted Average Shares,1181.01,1185.05,1188.81,1186.10,1186.58
Diluted EPS Excluding ExtraOrd Items,0.03,0.05,0.11,0.03,0.05
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.03,0.05,0.11,0.03,0.04
