Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,40.08,68.01,138.80,42.04,59.89
Depreciation/Depletion,7.77,7.78,7.92,8.05,9.28
Non-Cash Items,10.51,-32.48,-99.85,0.09,-32.62
Cash Taxes Paid,3.52,12.41,12.27,5.60,6.53
Changes in Working Capital,131.75,58.22,-140.77,-29.69,32.58
Cash from Operating Activities,190.10,101.52,-93.90,20.49,69.13
Capital Expenditures,-4.10,-4.26,-3.43,-7.10,-5.56
"Other Investing Cash Flow Items, Total",-27.13,-438.55,-115.58,0.04,72.61
Cash from Investing Activities,-31.23,-442.81,-119.02,-7.06,67.05
Total Cash Dividends Paid,-5.88,-5.87,-5.43,-9.38,-6.10
"Issuance (Retirement) of Stock, Net",-0.12,-0.02,-1.78,-1.43,-0.94
Cash from Financing Activities,-167.53,399.55,131.85,9.84,-30.19
Foreign Exchange Effects,-1.13,-3.01,-3.51,-0.85,3.43
Net Change in Cash,-9.78,55.25,-84.58,22.42,109.41
