Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1729.37,1724.58,1828.02,1941.22,970.00
Total Revenue,1729.37,1724.58,1828.02,1941.22,970.00
"Selling/General/Admin. Expenses, Total",67.47,84.24,89.38,84.60,19.95
Depreciation/Amortisation,73.50,78.47,84.87,117.64,130.44
Unusual Expense (Income),0.72,0.00,11.60,18.67,92.83
"Other Operating Expenses, Total",133.65,146.24,152.07,193.76,112.39
Total Operating Expense,1499.46,1498.22,1592.59,1733.66,1072.94
Operating Income,229.91,226.37,235.43,207.55,-102.94
"Interest Inc.(Exp.),Net-Non-Op., Total",69.26,74.54,62.19,8.03,-63.68
"Other, Net",0.00,4.81,10.58,0.09,21.17
Net Income Before Taxes,309.06,321.59,307.71,213.91,-145.45
Provision for Income Taxes,48.30,56.05,51.48,38.30,-36.15
Net Income After Taxes,260.76,265.54,256.23,175.61,-109.30
Net Income Before Extra. Items,257.94,261.47,248.41,168.36,-78.93
Net Income,257.94,261.47,248.41,168.36,-78.93
Income Available to Com Excl ExtraOrd,257.94,261.47,248.41,168.36,-78.93
Income Available to Com Incl ExtraOrd,257.94,261.47,248.41,168.36,-78.93
Diluted Net Income,257.94,261.47,248.41,168.36,-78.93
Diluted Weighted Average Shares,1120.72,1125.09,1121.07,1122.40,1118.73
Diluted EPS Excluding ExtraOrd Items,0.23,0.23,0.22,0.15,-0.07
DPS - Common Stock Primary Issue,0.17,0.18,0.19,0.06,0
Diluted Normalised EPS,0.22,0.22,0.23,0.16,-0.02
