Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,309.06,321.59,307.71,213.91,-145.45
Depreciation/Depletion,73.50,78.47,84.87,117.64,130.44
Non-Cash Items,-68.93,-76.96,-56.24,22.09,78.49
Cash Taxes Paid,41.31,51.30,48.05,52.96,21.20
Changes in Working Capital,-4.71,-77.54,-40.68,-109.69,54.27
Cash from Operating Activities,308.92,245.55,295.67,243.95,117.75
Capital Expenditures,-88.12,-99.23,-87.64,-75.64,-61.53
"Other Investing Cash Flow Items, Total",-31.52,-82.97,15.28,-41.67,33.16
Cash from Investing Activities,-119.64,-182.20,-72.36,-117.31,-28.38
Total Cash Dividends Paid,-178.22,-190.27,-200.94,-212.45,0.00
"Issuance (Retirement) of Stock, Net",4.36,-13.39,-27.98,0.00,-1.57
Cash from Financing Activities,-172.76,-196.79,-244.92,66.52,239.52
Foreign Exchange Effects,1.98,-1.64,-1.81,6.19,1.75
Net Change in Cash,18.50,-135.09,-23.42,199.35,330.64
