Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020,30 Apr 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2252.78,2197.31,1954.84,2128.34,2162.71
Total Revenue,2252.78,2197.31,1954.84,2128.34,2162.71
"Selling/General/Admin. Expenses, Total",368.24,384.81,318.38,333.42,344.47
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),33.50,36.65,39.00,45.51,53.56
"Other Operating Expenses, Total",-0.96,18.16,-3.52,67.75,-0.36
Total Operating Expense,2125.17,2167.81,1874.72,2077.36,1950.86
Operating Income,127.61,29.50,80.12,50.99,211.85
"Interest Inc.(Exp.),Net-Non-Op., Total",-107.17,-99.36,-96.32,-108.66,-113.32
"Other, Net",0,33.62,16.90,-6.98,5.21
Net Income Before Taxes,20.44,-36.23,0.70,-64.65,103.74
Provision for Income Taxes,0.55,14.84,-13.52,29.18,27.27
Net Income After Taxes,19.89,-51.08,14.22,-93.83,76.47
Net Income Before Extra. Items,24.37,-36.49,20.32,-81.39,63.26
Net Income,24.37,-36.49,20.32,-81.39,63.26
Income Available to Com Excl ExtraOrd,24.37,-36.49,20.32,-81.39,63.26
Income Available to Com Incl ExtraOrd,24.37,-36.49,20.32,-81.39,63.26
Diluted Net Income,24.37,-36.49,20.32,-81.39,63.26
Diluted Weighted Average Shares,1943.96,1943.67,1943.96,1943.96,1943.96
Diluted EPS Excluding ExtraOrd Items,0.01,-0.02,0.01,-0.04,0.03
DPS - Common Stock Primary Issue,0.01,0.00,0.01,0.01,0
Diluted Normalised EPS,0.03,-0.00,0.02,-0.01,0.05
