Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0.00,0.28,0.02
Cash and Short Term Investments,2.46,1.66,5.68,2.09,0.43
"Accounts Receivable - Trade, Net",1.25,0.73,1.80,0.68,0.17
"Total Receivables, Net",3.87,0.73,1.80,0.68,0.17
Prepaid Expenses,1.01,0.10,0.07,0.12,0.05
"Other Current Assets, Total",0.76,0.55,0.09,0.09,0.07
Total Current Assets,10.45,5.21,9.75,5.11,2.77
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",79.77,75.30,75.08,75.79,76.48
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",26.47,24.61,24.61,24.61,0.00
Long Term Investments,0.00,0.00,2.35,1.49,0.00
Total Assets,116.69,105.62,116.17,111.34,79.25
Accounts Payable,15.41,6.95,2.80,2.11,3.23
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",1.15,0.54,0.96,0.02,0.02
Total Current Liabilities,20.89,11.03,8.30,4.06,23.25
Total Long Term Debt,19.37,19.00,17.48,17.78,0.00
Total Debt,23.71,22.53,22.02,19.71,20.01
Deferred Income Tax,36.97,37.50,37.82,38.01,37.18
"Other Liabilities, Total",23.84,0.77,0.77,0.88,1.55
Total Liabilities,90.47,57.45,58.96,60.73,61.98
"Common Stock, Total",115.44,124.34,140.25,140.25,140.25
Retained Earnings (Accumulated Deficit),-89.22,-76.17,-83.04,-89.63,-122.98
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,26.22,48.17,57.21,50.62,17.26
Total Liabilities & Shareholders' Equity,116.69,105.62,116.17,111.34,79.25
Total Common Shares Outstanding,1148.07,1679.18,3900.02,3900.02,3900.02
"Tangible Book Value per Share, Common Eq",-0.00,0.01,0.01,0.01,0.00
