Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,10.73,8.96,6.01,5.35,2.55
Total Revenue,10.73,8.96,6.01,5.35,2.55
"Selling/General/Admin. Expenses, Total",2.99,2.02,1.51,1.55,1.38
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),12.70,29.02,-1.44,0.15,26.51
"Other Operating Expenses, Total",-1.48,-43.54,1.47,0.50,5.46
Total Operating Expense,32.54,-5.84,6.30,6.89,36.70
Operating Income,-21.81,14.79,-0.30,-1.54,-34.14
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-21.81,14.79,-0.30,-1.54,-34.14
Provision for Income Taxes,2.16,1.90,1.07,-0.00,-0.79
Net Income After Taxes,-23.97,12.89,-1.37,-1.54,-33.36
Net Income Before Extra. Items,-18.27,12.88,-1.38,-1.54,-33.36
Net Income,-18.27,12.88,-1.38,-1.54,-33.36
Income Available to Com Excl ExtraOrd,-18.27,12.88,-1.38,-1.54,-33.36
Income Available to Com Incl ExtraOrd,-18.27,12.88,-1.38,-1.54,-33.36
Diluted Net Income,-18.27,12.88,-1.38,-1.54,-33.36
Diluted Weighted Average Shares,926.34,1324.58,2880.23,3900.02,3900.02
Diluted EPS Excluding ExtraOrd Items,-0.02,0.01,-0.00,-0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,0.03,-0.00,-0.00,-0.00
