Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-21.81,14.79,-0.30,-1.54,-34.14
Depreciation/Depletion,2.54,2.33,1.41,1.36,1.33
Non-Cash Items,19.41,-13.23,0.87,1.64,32.16
Cash Taxes Paid,4.16,2.00,0.31,0.75,0.05
Changes in Working Capital,-0.56,0.14,-0.98,-0.55,0.20
Cash from Operating Activities,-0.41,4.04,1.00,0.91,-0.45
Capital Expenditures,-2.89,-3.02,-1.32,-2.07,-0.92
"Other Investing Cash Flow Items, Total",0.06,0.00,-6.34,-0.02,0.21
Cash from Investing Activities,-2.84,-3.01,-7.66,-2.08,-0.71
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",1.54,-0.01,12.54,-0.01,0.00
Cash from Financing Activities,-2.14,-1.27,10.76,-2.68,-0.24
Foreign Exchange Effects,0.65,-0.13,0.00,-0.00,-0.01
Net Change in Cash,-4.74,-0.38,4.11,-3.86,-1.42
