Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,32.77,31.71,17.31,41.67,-123.44
Depreciation/Depletion,3.75,6.36,7.06,9.23,24.61
Non-Cash Items,-18.27,-13.45,-18.57,-42.71,71.73
Cash Taxes Paid,1.57,1.31,1.87,1.26,1.02
Changes in Working Capital,-9.39,22.77,-7.82,10.51,48.24
Cash from Operating Activities,10.15,48.67,-0.93,19.71,22.64
Capital Expenditures,-20.73,-19.55,-19.12,-26.37,-52.71
"Other Investing Cash Flow Items, Total",-38.22,-50.08,-158.29,-181.00,-95.74
Cash from Investing Activities,-58.95,-69.63,-177.41,-207.37,-148.45
Total Cash Dividends Paid,0,-3.23,-3.20,-3.47,0.00
"Issuance (Retirement) of Stock, Net",0.62,0.60,60.33,13.34,137.08
Cash from Financing Activities,44.68,29.71,174.56,190.76,144.13
Foreign Exchange Effects,-0.79,-0.09,-0.07,-0.64,0.91
Net Change in Cash,-4.90,8.65,-3.85,2.46,19.23
