Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,18 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,83.31,85.89,75.50,100.70,144.19
Total Revenue,83.31,85.89,75.50,100.70,144.19
"Selling/General/Admin. Expenses, Total",33.11,35.01,38.71,45.96,83.06
Depreciation/Amortisation,1.28,1.03,1.01,0,0
Unusual Expense (Income),-0.00,-5.57,-19.16,0.58,1.00
"Other Operating Expenses, Total",-0.58,4.80,-2.09,-1.27,36.78
Total Operating Expense,48.28,50.55,45.48,22.14,214.17
Operating Income,35.03,35.34,30.02,78.56,-69.98
"Interest Inc.(Exp.),Net-Non-Op., Total",0.35,-1.69,-10.12,-33.40,-45.19
"Other, Net",0,0,-0.78,-1.76,-3.89
Net Income Before Taxes,35.38,33.65,19.12,43.40,-119.06
Provision for Income Taxes,2.61,2.89,1.55,1.73,4.39
Net Income After Taxes,32.77,30.76,17.57,41.67,-123.44
Net Income Before Extra. Items,27.69,25.77,12.21,33.84,-118.01
Net Income,27.69,26.71,11.91,33.84,-118.01
Income Available to Com Excl ExtraOrd,27.69,25.77,12.21,33.84,-119.21
Income Available to Com Incl ExtraOrd,27.69,26.71,11.91,33.84,-119.21
Diluted Net Income,27.69,26.71,12.21,33.84,-119.21
Diluted Weighted Average Shares,1736.94,1749.63,1818.79,1895.26,2102.47
Diluted EPS Excluding ExtraOrd Items,0.02,0.01,0.01,0.02,-0.06
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.02,0.01,0.00,0.02,-0.06
