Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,187.43,166.37,199.73,267.46,245.04
Depreciation/Depletion,46.80,44.57,45.92,49.41,74.25
Non-Cash Items,-48.99,-72.54,-76.07,-103.63,-95.52
Cash Taxes Paid,24.42,12.95,11.29,28.90,34.56
Changes in Working Capital,-17.02,-79.71,-22.71,-13.90,-194.75
Cash from Operating Activities,183.17,71.55,158.95,210.64,42.69
Capital Expenditures,-76.36,-75.24,-106.56,-176.06,-124.51
"Other Investing Cash Flow Items, Total",37.41,-957.95,-131.45,-15.72,66.26
Cash from Investing Activities,-38.95,-1033.19,-238.00,-191.79,-58.25
Total Cash Dividends Paid,-65.06,-65.11,-65.17,-65.21,-79.75
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-69.69,1063.30,-531.86,-128.53,-118.44
Foreign Exchange Effects,2.31,-5.15,3.70,-0.16,2.15
Net Change in Cash,76.84,96.51,-607.22,-109.84,-131.85
