Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1978.62,1897.96,1834.77,1902.34,1833.50
Total Revenue,1978.62,1897.96,1834.77,1902.34,1833.50
"Selling/General/Admin. Expenses, Total",613.34,575.95,467.11,472.94,477.47
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.29,26.45,-3.99,-11.56,0.05
"Other Operating Expenses, Total",-10.00,-8.77,-9.48,-8.31,-22.15
Total Operating Expense,1850.73,1837.52,1712.89,1733.15,1692.06
Operating Income,127.89,60.44,121.88,169.19,141.44
"Interest Inc.(Exp.),Net-Non-Op., Total",58.41,1277.99,76.73,97.30,103.22
"Other, Net",1.86,1.88,1.84,1.77,-0.25
Net Income Before Taxes,188.16,1340.31,200.45,268.27,244.41
Provision for Income Taxes,22.51,14.71,19.79,56.14,36.72
Net Income After Taxes,165.66,1325.60,180.66,212.13,207.69
Net Income Before Extra. Items,108.10,1279.44,123.56,152.41,149.21
Net Income,108.10,1279.44,123.56,152.41,149.21
Income Available to Com Excl ExtraOrd,108.10,1279.44,123.56,152.41,149.21
Income Available to Com Incl ExtraOrd,108.10,1279.44,123.56,152.41,149.21
Diluted Net Income,107.80,1279.44,123.56,152.41,149.21
Diluted Weighted Average Shares,1448.83,1449.89,1447.93,1451.51,1462.84
Diluted EPS Excluding ExtraOrd Items,0.07,0.88,0.09,0.11,0.10
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.06,0.05
Diluted Normalised EPS,0.08,0.90,0.08,0.10,0.10
