Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,40.33,21.47,17.85,16.49,5.40
Depreciation/Depletion,2.36,3.98,5.35,5.69,4.99
Non-Cash Items,-15.36,-2.71,-2.28,0.53,0.68
Cash Taxes Paid,5.70,1.00,1.64,3.77,5.25
Changes in Working Capital,-21.70,-23.66,-4.21,-15.30,-28.35
Cash from Operating Activities,5.62,-0.93,16.72,7.42,-17.28
Capital Expenditures,-9.11,-23.55,-8.08,-0.30,-0.29
"Other Investing Cash Flow Items, Total",65.37,14.92,-33.85,-3.04,6.08
Cash from Investing Activities,56.26,-8.63,-41.93,-3.33,5.79
Total Cash Dividends Paid,-12.75,-63.75,-9.22,-9.22,-6.15
"Issuance (Retirement) of Stock, Net",0,0,0,0,0.00
Cash from Financing Activities,-12.80,-64.16,-12.82,-20.69,-6.15
Foreign Exchange Effects,0,-0.18,0.33,-0.19,-0.22
Net Change in Cash,49.08,-73.90,-37.71,-16.80,-17.85
