Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.88,26.01,9.25,8.13,-16.72
Depreciation/Depletion,6.09,10.15,10.57,19.49,21.74
Non-Cash Items,-9.89,-23.98,-8.96,-10.58,1.79
Cash Taxes Paid,9.60,2.99,2.93,1.05,0.30
Changes in Working Capital,75.12,-10.11,-164.26,-9.69,21.70
Cash from Operating Activities,86.19,2.07,-153.40,7.34,28.52
Capital Expenditures,-12.49,-6.81,-17.33,-21.58,-2.30
"Other Investing Cash Flow Items, Total",-1.87,-29.41,18.20,66.01,14.65
Cash from Investing Activities,-14.35,-36.22,0.87,44.43,12.35
Total Cash Dividends Paid,-3.32,-1.45,-4.13,-1.65,-1.03
"Issuance (Retirement) of Stock, Net",-0.37,5.53,3.73,0,0
Cash from Financing Activities,-92.98,54.59,123.33,1.07,-24.12
Foreign Exchange Effects,0.26,-0.76,0.10,-0.13,-0.10
Net Change in Cash,-20.88,19.68,-29.09,52.72,16.65
