Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.71,22.66,24.97,13.96,-94.57
Depreciation/Depletion,22.34,22.52,20.10,22.95,25.56
Non-Cash Items,11.28,-20.77,-7.25,27.22,62.13
Cash Taxes Paid,9.28,8.67,7.31,8.64,3.49
Changes in Working Capital,-43.30,-27.29,-21.79,-64.38,-13.04
Cash from Operating Activities,-6.24,-0.29,18.30,0.51,-19.15
Capital Expenditures,-15.89,-12.61,-27.54,-47.98,-9.20
"Other Investing Cash Flow Items, Total",-4.17,69.18,90.15,-2.74,0.16
Cash from Investing Activities,-20.06,56.57,62.61,-50.73,-9.04
Total Cash Dividends Paid,-0.04,-0.04,-8.62,-9.04,-0.22
"Issuance (Retirement) of Stock, Net",0,23.98,-1.15,0,0
Cash from Financing Activities,-25.44,-10.22,-34.33,-27.23,-50.56
Foreign Exchange Effects,0.09,-0.91,0.61,2.06,-0.76
Net Change in Cash,-51.65,45.16,47.19,-75.38,-79.52
