Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,PROSPECTUS,PROSPECTUS,ARS,ARS,ARS
Net Income/Starting Line,2.18,0.47,2.94,3.37,4.57
Depreciation/Depletion,0.13,0.11,0.05,0.04,0.88
Non-Cash Items,0,0,-0.03,-0.01,0.38
Cash Taxes Paid,0.04,0.06,0.08,0.50,0.77
Changes in Working Capital,-1.31,0.58,-0.38,-0.77,-0.65
Cash from Operating Activities,0.99,1.16,2.57,2.62,5.18
Capital Expenditures,-0.00,-0.03,-0.01,-0.08,-0.38
"Other Investing Cash Flow Items, Total",0,0,0.00,-0.89,-12.13
Cash from Investing Activities,-0.00,-0.03,-0.01,-0.97,-12.51
Total Cash Dividends Paid,0,0,-1.38,-2.61,-2.93
"Issuance (Retirement) of Stock, Net",0,0,10.79,0.00,0
Cash from Financing Activities,-0.65,-0.19,8.32,2.35,0.24
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,0.35,0.94,10.88,4.00,-7.10
