Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,PROSPECTUS,ARS,ARS,ARS
Revenue,10.85,11.02,10.86,12.21,16.93
Total Revenue,10.85,11.02,10.86,12.21,16.93
"Selling/General/Admin. Expenses, Total",0.55,0.69,3.67,4.86,7.53
Depreciation/Amortisation,0.13,0.11,0.05,0.04,0.88
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",1.18,1.07,2.32,2.00,1.15
Total Operating Expense,8.67,10.55,7.93,8.68,12.10
Operating Income,2.18,0.47,2.94,3.53,4.84
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0.00,-0.16,-0.27
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.18,0.47,2.94,3.37,4.57
Provision for Income Taxes,0.16,0.03,0.48,0.50,0.55
Net Income After Taxes,2.02,0.44,2.45,2.87,4.01
Net Income Before Extra. Items,2.02,0.44,2.45,2.87,2.59
Net Income,2.02,0.44,2.45,2.87,2.59
Income Available to Com Excl ExtraOrd,2.02,0.44,2.45,2.87,2.59
Income Available to Com Incl ExtraOrd,2.02,0.44,2.45,2.87,2.59
Diluted Net Income,2.02,0.44,2.45,2.87,2.59
Diluted Weighted Average Shares,290.00,290.00,264.30,320.09,392.22
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,0.01,0.01,0.01
DPS - Common Stock Primary Issue,0,0,0.01,0.01,0.00
Diluted Normalised EPS,0.01,0.00,0.01,0.01,0.01
