Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,11.52,3.30,3.01,5.47,-4.78
Depreciation/Depletion,4.53,3.56,5.04,4.69,4.14
Non-Cash Items,1.34,-3.70,1.40,0.85,3.58
Cash Taxes Paid,0.41,0.40,0.85,1.88,1.26
Changes in Working Capital,-0.48,0.29,-3.03,-1.51,-4.19
Cash from Operating Activities,16.91,3.46,6.42,9.51,-1.25
Capital Expenditures,-6.40,-7.25,-6.60,-8.77,-0.86
"Other Investing Cash Flow Items, Total",0.00,-1.38,0.14,0.01,0.00
Cash from Investing Activities,-6.40,-8.62,-6.47,-8.77,-0.86
Total Cash Dividends Paid,-2.89,-2.71,-0.62,-1.20,-1.73
"Issuance (Retirement) of Stock, Net",0.00,-0.13,-0.36,0.00,0
Cash from Financing Activities,-3.93,-4.33,-1.41,-2.79,-2.50
Foreign Exchange Effects,-1.75,2.04,-0.12,0.15,-0.16
Net Change in Cash,4.82,-7.46,-1.58,-1.89,-4.76
