Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,172.96,229.72,224.05,196.24,208.67
Depreciation/Depletion,30.12,37.07,44.90,53.87,57.67
Non-Cash Items,-1.00,-3.33,-10.06,-15.44,0.09
Cash Taxes Paid,8.92,19.01,13.05,18.28,14.54
Changes in Working Capital,-41.55,-199.93,145.18,93.15,-53.37
Cash from Operating Activities,160.54,63.53,404.07,327.82,213.07
Capital Expenditures,-43.79,-82.39,-47.06,-118.76,-97.24
"Other Investing Cash Flow Items, Total",20.58,-85.40,-34.66,175.35,46.18
Cash from Investing Activities,-23.21,-167.78,-81.72,56.60,-51.06
Total Cash Dividends Paid,-75.84,-114.13,-107.19,-112.78,-82.65
"Issuance (Retirement) of Stock, Net",0.53,19.91,5.54,3.49,1.88
Cash from Financing Activities,-75.31,-94.22,-101.65,-110.52,-82.06
Foreign Exchange Effects,1.67,0.37,-0.09,3.75,-3.60
Net Change in Cash,63.68,-198.11,220.61,277.65,76.35
