Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,0.00,0.00,0.00
Total Revenue,0.00,0.00,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",13.13,2.62,2.21,2.16,1.36
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,0.01,0.00,0
"Other Operating Expenses, Total",7.68,-0.01,-0.52,-0.00,-0.11
Total Operating Expense,20.81,2.61,1.71,2.16,1.25
Operating Income,-20.81,-2.61,-1.71,-2.16,-1.25
"Interest Inc.(Exp.),Net-Non-Op., Total",0.00,0.00,0.00,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-20.81,-2.61,-1.71,-2.16,-1.25
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-20.81,-2.61,-1.71,-2.16,-1.25
Net Income Before Extra. Items,-20.81,-2.61,-1.71,-2.16,-1.25
Net Income,-273.96,-37.20,902.77,-2.16,-1.25
Income Available to Com Excl ExtraOrd,-20.81,-2.61,-1.71,-2.16,-1.25
Income Available to Com Incl ExtraOrd,-273.96,-37.20,902.77,-2.16,-1.25
Diluted Net Income,-273.96,-37.20,902.77,-2.16,-1.25
Diluted Weighted Average Shares,287.60,287.60,287.60,287.60,287.60
Diluted EPS Excluding ExtraOrd Items,-0.07,-0.01,-0.01,-0.01,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.07,-0.01,-0.01,-0.01,-0.00
