Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,339.44,321.85,320.17,329.57,270.84
Total Revenue,339.44,321.85,320.17,329.57,270.84
"Selling/General/Admin. Expenses, Total",44.92,39.33,38.20,24.29,21.17
Depreciation/Amortisation,4.26,3.43,2.77,16.78,12.87
Unusual Expense (Income),2.30,0,0,0,-4.39
"Other Operating Expenses, Total",3.55,7.41,6.70,9.80,6.31
Total Operating Expense,324.78,303.37,296.84,309.59,244.82
Operating Income,14.66,18.48,23.33,19.98,26.02
"Interest Inc.(Exp.),Net-Non-Op., Total",0.56,0.42,0.83,1.28,0.85
"Other, Net",0,0,0,0,0
Net Income Before Taxes,14.92,18.82,24.16,21.26,26.84
Provision for Income Taxes,2.79,2.72,4.56,3.56,3.54
Net Income After Taxes,12.13,16.10,19.60,17.70,23.31
Net Income Before Extra. Items,12.29,15.99,19.45,17.62,23.23
Net Income,12.29,15.99,19.45,17.62,23.23
Income Available to Com Excl ExtraOrd,12.29,15.99,19.45,17.62,23.23
Income Available to Com Incl ExtraOrd,12.29,15.99,19.45,17.62,23.23
Diluted Net Income,12.29,15.99,19.45,17.62,23.23
Diluted Weighted Average Shares,345.21,345.21,345.21,345.21,345.21
Diluted EPS Excluding ExtraOrd Items,0.04,0.05,0.06,0.05,0.07
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.02,0.03
Diluted Normalised EPS,0.04,0.05,0.06,0.05,0.06
