Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0.00,0.50,0.77,0.00
Cash and Short Term Investments,52.27,63.23,63.74,78.66,95.67
"Accounts Receivable - Trade, Net",2.08,4.46,2.94,1.29,1.60
"Total Receivables, Net",2.97,5.23,5.14,2.71,3.38
Prepaid Expenses,0.87,0.86,1.02,0.64,0.26
"Other Current Assets, Total",4.87,4.28,4.44,4.71,4.24
Total Current Assets,100.22,110.02,117.28,125.22,141.42
"Property/Plant/Equipment, Total - Gross",30.94,31.87,32.53,56.54,61.15
"Accumulated Depreciation, Total",-20.39,-22.50,-24.95,-25.82,-27.01
"Property/Plant/Equipment, Total - Net",10.55,9.38,7.57,30.73,34.15
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,6.13,3.89,6.10,5.45,6.30
Total Assets,116.91,123.28,130.96,161.39,181.87
Accounts Payable,20.93,21.27,20.71,19.31,16.68
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",13.77,14.29,15.14,13.07,13.68
Total Current Liabilities,34.69,35.56,35.85,43.78,43.44
Total Long Term Debt,0.00,0.00,0.00,12.28,14.85
Total Debt,0.00,0.00,0.00,23.69,27.92
Deferred Income Tax,0.02,0.02,0.02,0.02,0.02
"Other Liabilities, Total",2.68,3.37,2.76,2.04,2.24
Total Liabilities,37.81,39.29,38.96,58.53,60.89
"Common Stock, Total",18.78,18.78,18.78,18.78,18.78
Retained Earnings (Accumulated Deficit),60.57,65.35,73.42,84.14,102.18
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),-0.07,0.06,0.01,0.14,0.20
"Other Equity, Total",-0.17,-0.19,-0.21,-0.18,-0.18
Total Equity,79.10,83.99,92.00,102.86,120.98
Total Liabilities & Shareholders' Equity,116.91,123.28,130.96,161.39,181.87
Total Common Shares Outstanding,345.21,345.21,345.21,345.21,345.21
"Tangible Book Value per Share, Common Eq",0.23,0.24,0.27,0.30,0.35
