Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.92,18.82,24.16,21.26,26.84
Depreciation/Depletion,4.26,3.43,2.77,16.78,16.59
Non-Cash Items,2.04,-0.33,-0.82,-0.61,-3.74
Cash Taxes Paid,2.67,3.09,3.11,3.98,2.73
Changes in Working Capital,-0.15,-2.15,-11.76,-0.95,-4.61
Cash from Operating Activities,21.06,19.77,14.35,36.48,35.09
Capital Expenditures,-2.02,-2.08,-0.84,-1.72,-1.14
"Other Investing Cash Flow Items, Total",0.87,2.77,-1.96,1.77,0.84
Cash from Investing Activities,-1.15,0.69,-2.80,0.05,-0.30
Total Cash Dividends Paid,-9.15,-9.32,-11.39,-6.90,-5.18
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-9.31,-9.50,-11.54,-21.88,-17.01
Foreign Exchange Effects,0.03,0,0,0,0
Net Change in Cash,10.62,10.96,0.01,14.65,17.78
