Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,30.16,20.97,27.47,23.71,20.78
Total Revenue,30.16,20.97,27.47,23.71,20.78
"Selling/General/Admin. Expenses, Total",9.06,8.32,8.48,7.63,6.35
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.04,-0.15,0.20,-0.01,-2.16
"Other Operating Expenses, Total",-0.04,0.86,0.06,0.15,-0.12
Total Operating Expense,29.04,25.00,31.18,26.13,20.56
Operating Income,1.12,-4.02,-3.71,-2.42,0.23
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.12,-4.02,-3.71,-2.42,0.23
Provision for Income Taxes,0.31,0.25,-0.03,0.02,0.03
Net Income After Taxes,0.81,-4.27,-3.67,-2.44,0.20
Net Income Before Extra. Items,0.81,-4.30,-3.41,-2.45,-0.04
Net Income,0.81,-4.30,-3.41,-2.45,-0.04
Income Available to Com Excl ExtraOrd,0.81,-4.30,-3.41,-2.45,-0.04
Income Available to Com Incl ExtraOrd,0.81,-4.30,-3.41,-2.45,-0.04
Diluted Net Income,0.81,-4.30,-3.41,-2.45,-0.04
Diluted Weighted Average Shares,122.96,122.96,122.96,122.96,122.96
Diluted EPS Excluding ExtraOrd Items,0.01,-0.03,-0.03,-0.02,-0.00
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,0.01,-0.03,-0.03,-0.02,-0.01
