Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,84.57,69.90,66.07,54.92,61.16
Total Revenue,84.57,69.90,66.07,54.92,61.16
"Selling/General/Admin. Expenses, Total",36.79,30.40,30.70,27.08,22.83
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-32.56,0.69,-63.40,-17.88,-1.62
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,81.13,93.53,27.73,61.40,78.60
Operating Income,3.44,-23.63,38.35,-6.48,-17.45
"Interest Inc.(Exp.),Net-Non-Op., Total",1.93,1.02,1.51,0.95,-0.28
"Other, Net",5.32,-0.26,0.28,0.09,0.15
Net Income Before Taxes,10.69,-22.86,40.46,-5.44,-17.59
Provision for Income Taxes,7.97,0.01,0.05,-1.61,-0.02
Net Income After Taxes,2.71,-22.87,40.41,-3.83,-17.57
Net Income Before Extra. Items,2.62,-22.91,40.42,-3.84,-17.57
Net Income,2.62,-22.91,40.42,-3.84,-17.57
Income Available to Com Excl ExtraOrd,2.62,-22.91,40.42,-3.84,-17.57
Income Available to Com Incl ExtraOrd,2.62,-22.91,40.42,-3.84,-17.57
Diluted Net Income,2.62,-22.91,40.42,-3.84,-17.57
Diluted Weighted Average Shares,70.56,70.33,70.91,76.70,70.40
Diluted EPS Excluding ExtraOrd Items,0.04,-0.33,0.57,-0.05,-0.25
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.26,-0.32,-0.01,-0.20,-0.26
