Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,Interim Report,ARS,ARS
Cash,25.98,0,0,0,68.52
Short Term Investments,68.75,0,0,0,28.25
Cash and Short Term Investments,94.74,75.28,114.82,107.77,96.77
"Accounts Receivable - Trade, Net",7.57,5.85,5.98,4.44,5.22
"Total Receivables, Net",7.76,5.85,5.98,4.44,5.22
Prepaid Expenses,1.61,0,0,0,0
"Other Current Assets, Total",0.00,1.42,1.24,1.32,2.71
Total Current Assets,129.16,102.97,138.61,128.80,117.03
"Property/Plant/Equipment, Total - Gross",11.47,0,0,9.34,17.13
"Accumulated Depreciation, Total",-10.60,0,0,-8.66,-10.85
"Property/Plant/Equipment, Total - Net",0.87,0.87,0.75,0.68,6.28
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,11.96,9.62,7.60,8.06,7.00
Total Assets,142.18,113.64,147.12,137.70,130.46
Accounts Payable,9.65,9.30,5.82,3.91,6.43
Accrued Expenses,23.38,19.48,14.88,13.10,15.21
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.35,0.01,2.95,1.81,2.10
Total Current Liabilities,33.38,28.78,23.65,18.81,25.84
Total Long Term Debt,0.00,0.00,0.00,0.00,3.44
Total Debt,0.00,0.00,0.00,0.00,5.54
Deferred Income Tax,10.30,10.43,10.43,8.83,8.83
"Other Liabilities, Total",0.00,0.00,0,0,0
Total Liabilities,43.97,39.53,34.39,27.96,38.42
"Common Stock, Total",266.75,266.75,266.75,266.75,266.75
Retained Earnings (Accumulated Deficit),-158.86,-181.80,-141.41,-141.95,-159.51
Treasury Stock - Common,-16.26,-16.26,-16.26,-16.04,-16.04
Unrealised Gain (Loss),6.57,5.42,3.65,0.96,0.84
"Other Equity, Total",0,0,0,0,0
Total Equity,98.21,74.11,112.73,109.74,92.04
Total Liabilities & Shareholders' Equity,142.18,113.64,147.12,137.70,130.46
Total Common Shares Outstanding,70.33,70.33,70.33,70.40,70.40
"Tangible Book Value per Share, Common Eq",1.40,1.05,1.60,1.56,1.31
