Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.71,-22.87,40.41,-3.83,-17.57
Depreciation/Depletion,0.54,0.22,0.20,0.15,2.24
Non-Cash Items,7.21,-0.45,-1.16,-3.09,0.51
Cash Taxes Paid,7.87,0.36,0.05,-0.01,-0.01
Changes in Working Capital,-16.11,2.69,-0.03,-0.32,6.88
Cash from Operating Activities,-5.66,-20.42,39.42,-7.09,-7.95
Capital Expenditures,-0.05,-0.22,-0.10,-0.08,-0.42
"Other Investing Cash Flow Items, Total",1.61,1.52,0.25,0.46,0.04
Cash from Investing Activities,1.56,1.30,0.16,0.38,-0.38
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,0.01,0.01,0.00,0.00,-1.94
Foreign Exchange Effects,-0.84,-0.35,-0.04,-0.35,-0.73
Net Change in Cash,-4.93,-19.46,39.54,-7.05,-11.00
