Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,9.60,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,9.60,16.51,21.26,42.79,41.17
"Accounts Receivable - Trade, Net",250.87,176.85,212.72,195.54,330.75
"Total Receivables, Net",261.37,198.27,212.72,195.54,330.75
Prepaid Expenses,3.43,0,0,0,0
"Other Current Assets, Total",3.57,3.00,3.00,0.00,221.66
Total Current Assets,639.36,601.90,628.15,616.81,969.37
"Property/Plant/Equipment, Total - Gross",1147.65,0,0,0,0
"Accumulated Depreciation, Total",-436.12,0,0,0,0
"Property/Plant/Equipment, Total - Net",711.53,737.82,757.55,921.25,695.02
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",36.32,33.80,36.92,36.86,34.20
Long Term Investments,0,0,0.00,3.56,3.37
Total Assets,1515.58,1507.06,1563.96,1588.99,1713.31
Accounts Payable,242.16,206.78,0,0,485.72
Accrued Expenses,64.86,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,27.40,29.10,0.00
"Other Current liabilities, Total",82.60,196.02,77.87,51.45,113.33
Total Current Liabilities,487.61,440.80,491.55,490.64,599.52
Total Long Term Debt,0.00,0.00,0.00,4.80,3.78
Total Debt,98.00,38.00,27.40,34.64,4.25
Deferred Income Tax,3.30,4.89,5.02,5.02,0.95
"Other Liabilities, Total",0,0,0.00,1.07,0.89
Total Liabilities,490.91,445.68,496.57,501.53,605.14
"Common Stock, Total",250.66,250.66,250.66,250.66,250.66
Retained Earnings (Accumulated Deficit),764.07,800.82,806.95,827.03,847.47
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",9.93,9.90,9.79,9.77,10.05
Total Equity,1024.67,1061.38,1067.39,1087.46,1108.18
Total Liabilities & Shareholders' Equity,1515.58,1507.06,1563.96,1588.99,1713.31
Total Common Shares Outstanding,400.00,400.00,400.00,400.00,400.00
"Tangible Book Value per Share, Common Eq",2.47,2.57,2.58,2.63,2.68
