Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,39.23,41.82,6.82,21.45,40.40
Depreciation/Depletion,49.48,51.04,53.60,57.18,67.02
Non-Cash Items,23.91,15.01,12.04,0.30,9.22
Cash Taxes Paid,5.91,4.71,5.57,1.16,1.31
Changes in Working Capital,31.02,72.71,44.64,41.11,-8.66
Cash from Operating Activities,150.80,190.51,127.46,128.52,119.14
Capital Expenditures,-40.15,-96.46,-111.38,-106.26,-70.02
"Other Investing Cash Flow Items, Total",1.49,3.02,0.67,0.28,0.49
Cash from Investing Activities,-38.66,-93.45,-110.71,-105.98,-69.54
Total Cash Dividends Paid,-50.00,0,0,0,-20.00
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-111.20,-90.73,-20.83,7.88,-50.82
Foreign Exchange Effects,0.05,0.01,0.10,0.03,-0.04
Net Change in Cash,1.00,6.34,-3.98,30.46,-1.26
