Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,723.11,803.88,888.86,837.23,1029.35
Total Revenue,723.11,803.88,888.86,837.23,1029.35
"Selling/General/Admin. Expenses, Total",127.28,128.20,132.63,151.24,169.40
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,-2.07,2.81,-0.41,7.14
"Other Operating Expenses, Total",-13.43,-13.36,-11.75,-17.46,-20.09
Total Operating Expense,676.40,758.71,880.41,813.80,987.54
Operating Income,46.71,45.17,8.45,23.42,41.81
"Interest Inc.(Exp.),Net-Non-Op., Total",-7.43,-3.31,-1.50,-1.92,-1.39
"Other, Net",-0.05,-0.04,-0.13,-0.06,-0.02
Net Income Before Taxes,39.23,41.82,6.82,21.45,40.40
Provision for Income Taxes,9.15,5.07,0.69,1.37,-0.05
Net Income After Taxes,30.08,36.75,6.13,20.08,40.44
Net Income Before Extra. Items,30.08,36.75,6.13,20.08,40.44
Net Income,30.08,36.75,6.13,20.08,40.44
Income Available to Com Excl ExtraOrd,30.08,36.75,6.13,20.08,40.44
Income Available to Com Incl ExtraOrd,30.08,36.75,6.13,20.08,40.44
Diluted Net Income,30.08,36.75,6.13,20.08,40.44
Diluted Weighted Average Shares,400.00,400.00,400.00,400.00,400.00
Diluted EPS Excluding ExtraOrd Items,0.08,0.09,0.02,0.05,0.10
DPS - Common Stock Primary Issue,0.00,0,0,0.05,0.08
Diluted Normalised EPS,0.08,0.09,0.02,0.05,0.11
