Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.10,8.95,7.57,6.17,0.00
Total Revenue,15.10,8.95,7.57,6.17,0.00
"Selling/General/Admin. Expenses, Total",5.32,8.04,5.53,4.22,0.52
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.13,0,0,2.17,0
"Other Operating Expenses, Total",-0.23,-0.07,-0.02,-4.46,-0.01
Total Operating Expense,12.83,13.05,9.25,5.76,0.51
Operating Income,2.27,-4.10,-1.68,0.40,-0.51
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.29,-0.41,-0.56,-0.56,-0.09
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.98,-4.51,-2.24,-0.16,-0.59
Provision for Income Taxes,0.34,0.14,-0.05,0.00,0.00
Net Income After Taxes,1.65,-4.65,-2.19,-0.16,-0.59
Net Income Before Extra. Items,1.71,-5.23,-2.19,-0.16,-0.59
Net Income,0.71,-6.85,-4.98,-0.21,0.04
Income Available to Com Excl ExtraOrd,1.71,-5.23,-2.19,-0.16,-0.59
Income Available to Com Incl ExtraOrd,0.71,-6.85,-4.98,-0.21,0.04
Diluted Net Income,0.71,-6.85,-4.98,-0.21,0.04
Diluted Weighted Average Shares,190.97,190.97,208.23,242.62,794.19
Diluted EPS Excluding ExtraOrd Items,0.01,-0.03,-0.01,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.01,-0.03,-0.01,0.01,-0.00
