Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,13.04,17.34,16.02,17.99,14.83
Depreciation/Depletion,5.91,6.46,7.72,8.75,9.96
Non-Cash Items,1.32,0.15,-4.51,-1.02,1.32
Cash Taxes Paid,3.25,3.21,3.10,2.71,-0.10
Changes in Working Capital,-3.61,0.16,-7.11,-0.87,-0.42
Cash from Operating Activities,16.66,24.11,12.12,24.85,25.70
Capital Expenditures,-9.25,-10.96,-20.89,-6.59,-8.88
"Other Investing Cash Flow Items, Total",0.00,0.25,4.54,-0.90,-3.35
Cash from Investing Activities,-9.25,-10.71,-16.35,-7.49,-12.23
Total Cash Dividends Paid,-3.23,-2.65,-3.46,-3.46,-3.81
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,0.50,-3.32,-6.63,-3.47,-4.72
Foreign Exchange Effects,-0.68,-0.13,0.28,-0.80,0.16
Net Change in Cash,7.24,9.96,-10.59,13.09,8.91
