Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,124.19,141.78,151.91,155.81,149.63
Total Revenue,124.19,141.78,151.91,155.81,149.63
"Selling/General/Admin. Expenses, Total",16.63,16.45,19.01,18.17,19.31
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0,-4.49,-0.05,-0.02
"Other Operating Expenses, Total",-1.60,-1.73,-1.75,-1.55,-2.05
Total Operating Expense,110.98,124.31,135.89,137.82,134.66
Operating Income,13.21,17.47,16.03,17.99,14.96
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.17,-0.13,-0.01,-0.00,-0.13
"Other, Net",0,0,0,0,0
Net Income Before Taxes,13.04,17.34,16.02,17.99,14.83
Provision for Income Taxes,2.94,3.30,1.96,2.66,2.64
Net Income After Taxes,10.11,14.04,14.06,15.33,12.19
Net Income Before Extra. Items,10.11,14.04,14.06,15.33,12.19
Net Income,10.11,14.04,14.06,15.33,12.19
Income Available to Com Excl ExtraOrd,10.11,14.04,14.06,15.33,12.19
Income Available to Com Incl ExtraOrd,10.11,14.04,14.06,15.33,12.19
Diluted Net Income,10.11,14.04,14.06,15.33,12.19
Diluted Weighted Average Shares,115.37,115.37,115.37,115.37,115.37
Diluted EPS Excluding ExtraOrd Items,0.09,0.12,0.12,0.13,0.11
DPS - Common Stock Primary Issue,0.02,0.03,0.03,0.03,0.03
Diluted Normalised EPS,0.09,0.12,0.09,0.13,0.11
