Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,27.89,36.98,50.66
Short Term Investments,0,0,1.17,1.14,0.45
Cash and Short Term Investments,29.82,39.78,30.36,43.42,51.64
"Accounts Receivable - Trade, Net",29.00,30.05,33.13,28.28,21.64
"Total Receivables, Net",30.46,32.30,35.07,30.75,22.38
Prepaid Expenses,3.57,1.80,2.07,3.39,3.39
"Other Current Assets, Total",0.00,0,0,0,0
Total Current Assets,82.16,92.99,91.40,102.45,101.69
"Property/Plant/Equipment, Total - Gross",0,0,136.61,138.30,155.07
"Accumulated Depreciation, Total",0,0,-75.73,-81.70,-89.96
"Property/Plant/Equipment, Total - Net",43.17,45.87,60.88,56.60,65.11
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0.00,0.00,0
Total Assets,125.86,139.39,152.78,161.15,167.09
Accounts Payable,15.80,19.10,21.72,21.23,14.77
Accrued Expenses,0,0,10.85,11.00,11.84
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",16.73,16.99,7.93,6.95,5.96
Total Current Liabilities,36.36,39.26,40.50,39.22,33.46
Total Long Term Debt,0.00,0.00,0.00,0.20,2.14
Total Debt,3.83,3.17,0.00,0.26,3.03
Deferred Income Tax,1.92,2.43,1.46,2.55,3.51
"Other Liabilities, Total",0.14,0.15,0.16,0.17,0.19
Total Liabilities,38.42,41.85,42.12,42.14,39.30
"Common Stock, Total",13.15,13.15,13.15,13.15,13.15
Retained Earnings (Accumulated Deficit),74.30,84.39,97.51,105.86,114.65
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,87.44,97.54,110.66,119.01,127.79
Total Liabilities & Shareholders' Equity,125.86,139.39,152.78,161.15,167.09
Total Common Shares Outstanding,115.37,115.37,115.37,115.37,115.37
"Tangible Book Value per Share, Common Eq",0.76,0.85,0.96,1.03,1.11
