Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,0.00,0.00,0.00
Total Revenue,0.00,0.00,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",0.60,0.52,0.34,1.32,0.72
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-0.85,0.00,0,-0.04
"Other Operating Expenses, Total",0.60,-0.14,-0.03,-0.05,-0.03
Total Operating Expense,1.20,-0.51,0.32,1.28,0.65
Operating Income,-1.20,0.51,-0.32,-1.28,-0.65
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-0.05,-1.34
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.20,0.51,-0.32,-1.32,-1.99
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-1.20,0.51,-0.32,-1.33,-1.99
Net Income Before Extra. Items,-1.20,0.51,-0.32,-1.33,-1.99
Net Income,-22.57,-1.57,-0.32,-1.33,-1.99
Income Available to Com Excl ExtraOrd,-1.20,0.51,-0.32,-1.33,-1.99
Income Available to Com Incl ExtraOrd,-22.57,-1.57,-0.32,-1.33,-1.99
Diluted Net Income,-22.57,-1.57,-0.32,-1.33,-1.99
Diluted Weighted Average Shares,1104.01,1106.26,1114.01,1183.38,1286.20
Diluted EPS Excluding ExtraOrd Items,-0.00,0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
