Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-22.57,-1.57,-0.32,-1.33,-1.99
Depreciation/Depletion,0.12,0.00,0.00,0.07,0.16
Non-Cash Items,2.16,1.12,0.02,0.73,1.50
Cash Taxes Paid,0.09,-0.01,0,0,0
Changes in Working Capital,22.59,-0.07,0.02,0.54,-0.23
Cash from Operating Activities,2.29,-0.51,-0.27,0.01,-0.56
Capital Expenditures,0,-0.00,0,-0.05,0.00
"Other Investing Cash Flow Items, Total",0.37,-0.05,0,-7.58,-1.68
Cash from Investing Activities,0.37,-0.06,0,-7.64,-1.68
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,5.50,0.50
Cash from Financing Activities,-3.30,0.87,0,8.69,1.20
Foreign Exchange Effects,-0.21,0,0,0,0
Net Change in Cash,-0.84,0.30,-0.27,1.07,-1.04
