Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.56,27.91,22.75,23.33,18.78
Total Revenue,15.56,27.91,22.75,23.33,18.78
"Selling/General/Admin. Expenses, Total",1.01,1.09,1.15,1.13,1.03
Depreciation/Amortisation,0.02,0.06,0.07,0.06,0.06
Unusual Expense (Income),0,0,0,0,-1.72
"Other Operating Expenses, Total",5.27,6.98,9.04,6.01,6.95
Total Operating Expense,20.16,4.55,6.93,8.65,73.17
Operating Income,-4.60,23.37,15.82,14.68,-54.39
"Interest Inc.(Exp.),Net-Non-Op., Total",-8.84,-18.86,-17.77,-16.69,-14.12
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-13.44,4.51,-1.95,-2.01,-68.51
Provision for Income Taxes,0.37,0.49,0.07,0.07,0.23
Net Income After Taxes,-13.81,4.02,-2.02,-2.08,-68.74
Net Income Before Extra. Items,-13.81,4.02,-2.02,-2.08,-68.74
Net Income,-13.81,4.02,-2.02,-2.08,-68.74
Income Available to Com Excl ExtraOrd,-13.81,4.02,-2.02,-2.08,-68.74
Income Available to Com Incl ExtraOrd,-13.81,4.02,-2.02,-2.08,-68.74
Diluted Net Income,-13.81,4.02,-2.02,-2.08,-68.74
Diluted Weighted Average Shares,1295.63,1592.47,1592.47,1592.47,1592.47
Diluted EPS Excluding ExtraOrd Items,-0.01,0.00,-0.00,-0.00,-0.04
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,0.00,-0.00,-0.00,-0.04
