Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-13.81,4.02,-2.02,-2.08,-68.74
Depreciation/Depletion,0.02,0.06,0.07,0.06,0.06
Non-Cash Items,23.07,15.77,14.55,18.22,81.21
Cash Taxes Paid,0.15,0.31,0.48,-0.01,0.22
Changes in Working Capital,2.34,-1.50,-0.51,-2.95,-5.54
Cash from Operating Activities,11.63,18.35,12.08,13.25,6.98
Capital Expenditures,-0.13,-0.07,-0.07,-0.02,-0.01
"Other Investing Cash Flow Items, Total",-577.03,0.01,196.93,48.28,201.52
Cash from Investing Activities,-577.15,-0.07,196.86,48.26,201.51
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",97.71,0,0,0,0
Cash from Financing Activities,547.58,-11.25,-182.24,-84.94,-104.66
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-17.95,7.03,26.70,-23.43,103.83
