Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,12.95,0,0,14.11,114.56
Short Term Investments,0.00,0.00,50.00,10.12,12.12
Cash and Short Term Investments,12.95,20.34,97.55,24.23,126.67
"Accounts Receivable - Trade, Net",0.71,1.54,1.06,3.44,6.01
"Total Receivables, Net",0.71,1.54,1.06,3.44,6.61
Prepaid Expenses,0.38,0,0,0.73,0.35
"Other Current Assets, Total",0.18,0,0,0,0
Total Current Assets,14.21,21.88,98.61,28.40,133.63
"Property/Plant/Equipment, Total - Gross",3.29,3.35,3.36,0.39,0.37
"Accumulated Depreciation, Total",-0.05,-0.09,-0.15,-0.19,-0.22
"Property/Plant/Equipment, Total - Net",3.24,3.26,3.22,0.20,0.15
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,1073.93,1077.51,834.33,832.90,566.05
Total Assets,1091.38,1102.65,936.16,867.19,705.52
Accounts Payable,0,0,0,0,0
Accrued Expenses,1.99,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",155.02,158.65,122.53,58.41,61.93
Total Current Liabilities,157.00,382.86,218.32,61.92,423.68
Total Long Term Debt,580.71,361.29,362.02,450.92,0.00
Total Debt,580.71,581.43,454.16,450.92,359.87
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",3.57,3.15,2.90,6.72,0.74
Total Liabilities,741.28,747.30,583.24,519.57,424.42
"Common Stock, Total",255.32,255.32,255.32,255.32,255.32
Retained Earnings (Accumulated Deficit),94.78,100.04,98.02,95.93,27.19
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0.00,-0.41,-3.63,-1.41
Total Equity,350.10,355.35,352.92,347.62,281.10
Total Liabilities & Shareholders' Equity,1091.38,1102.65,936.16,867.19,705.52
Total Common Shares Outstanding,1592.47,1592.47,1592.47,1592.47,1592.47
"Tangible Book Value per Share, Common Eq",0.22,0.22,0.22,0.22,0.18
