Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,4.10,2.74,1.90,2.32
Short Term Investments,2.22,2.29,2.29,0.07,0.00
Cash and Short Term Investments,7.57,6.39,5.03,1.97,2.32
"Accounts Receivable - Trade, Net",3.59,0.81,0.61,0.10,1.21
"Total Receivables, Net",3.59,0.81,0.61,0.10,1.56
Prepaid Expenses,0,0.05,0.09,0.13,0.11
"Other Current Assets, Total",1.57,16.90,28.70,11.52,3.80
Total Current Assets,12.80,24.15,34.43,13.71,9.10
"Property/Plant/Equipment, Total - Gross",0,0,1.53,1.37,2.10
"Accumulated Depreciation, Total",0,0,-0.55,-0.47,-0.98
"Property/Plant/Equipment, Total - Net",0.16,0.46,0.98,0.90,1.12
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",13.34,11.94,10.54,0.00,0
Long Term Investments,0.05,0.00,0,0,0.15
Total Assets,33.37,36.76,46.07,14.73,10.54
Accounts Payable,3.04,2.17,2.27,1.21,0.03
Accrued Expenses,2.00,1.22,1.98,0.66,0.51
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.52,0.71,0.71,0.56,0.37
Total Current Liabilities,12.52,4.12,16.88,2.45,1.28
Total Long Term Debt,0.47,12.02,0.08,0.15,0.44
Total Debt,7.43,12.03,12.02,0.18,0.81
Deferred Income Tax,2.27,2.03,1.79,0.00,0.00
"Other Liabilities, Total",0.78,0.00,0,0,0
Total Liabilities,6.94,8.14,8.96,-7.06,1.79
"Common Stock, Total",154.47,37.14,58.68,58.68,58.68
Retained Earnings (Accumulated Deficit),-128.04,-8.52,-22.91,-40.43,-54.20
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0.08,0.01,0.00
Total Equity,26.43,28.62,37.11,21.79,8.75
Total Liabilities & Shareholders' Equity,33.37,36.76,46.07,14.73,10.54
Total Common Shares Outstanding,5113.73,7326.14,10038.68,10038.68,10038.68
"Tangible Book Value per Share, Common Eq",0.00,0.00,0.00,0.00,0.00
