Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.45,0.33,0.24,0.51,6.64
Total Revenue,0.45,0.33,0.24,0.51,6.64
"Selling/General/Admin. Expenses, Total",2.89,4.80,7.59,7.30,5.01
Depreciation/Amortisation,1.47,1.48,1.55,1.65,0.62
Unusual Expense (Income),8.00,10.24,0.10,9.14,8.15
"Other Operating Expenses, Total",-0.79,0.82,1.72,0.29,0.79
Total Operating Expense,11.83,17.55,11.02,18.64,20.22
Operating Income,-11.38,-17.22,-10.78,-18.13,-13.59
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.92,-0.74,-1.13,-0.57,-0.08
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-12.30,-17.96,-11.91,-18.70,-13.67
Provision for Income Taxes,-0.24,-0.24,-0.22,-1.79,0.00
Net Income After Taxes,-12.06,-17.72,-11.69,-16.91,-13.67
Net Income Before Extra. Items,-11.05,-16.08,-12.00,-16.96,-13.78
Net Income,-10.81,-16.03,-12.00,-16.96,-13.78
Income Available to Com Excl ExtraOrd,-11.05,-16.08,-12.00,-16.96,-13.78
Income Available to Com Incl ExtraOrd,-10.81,-16.03,-12.00,-16.96,-13.78
Diluted Net Income,-10.81,-16.03,-12.00,-16.96,-13.78
Diluted Weighted Average Shares,5113.73,6154.68,9870.63,10038.68,10038.68
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
