Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-12.30,-17.96,-11.91,-18.70,-13.67
Depreciation/Depletion,0.08,0.09,0.14,0.24,0.62
Non-Cash Items,8.37,11.67,2.35,10.81,8.87
Cash Taxes Paid,0.00,0.00,0.02,0.00,0
Changes in Working Capital,-0.69,-0.27,0.30,-0.16,-2.02
Cash from Operating Activities,-3.13,-5.07,-7.71,-6.39,-6.20
Capital Expenditures,-0.01,-0.35,-0.54,-0.06,0.00
"Other Investing Cash Flow Items, Total",0.13,0.23,0.30,2.60,-0.30
Cash from Investing Activities,0.12,-0.12,-0.24,2.53,-0.30
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",2.60,17.31,18.99,0.00,0
Cash from Financing Activities,1.47,20.02,18.39,-13.67,-2.83
Foreign Exchange Effects,0.02,-0.01,0.01,-0.03,0.01
Net Change in Cash,-1.52,14.82,10.44,-17.57,-9.32
