Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,479.44,567.09,601.92,443.11,509.93
Short Term Investments,104.87,91.96,97.60,76.95,121.64
Cash and Short Term Investments,604.21,684.41,727.22,550.99,672.41
"Accounts Receivable - Trade, Net",1477.87,1868.91,1994.91,2311.66,2524.05
"Total Receivables, Net",2107.56,2595.92,2470.25,2892.57,3620.25
Prepaid Expenses,2.53,4.00,4.64,4.29,4.22
"Other Current Assets, Total",12.00,8.07,45.07,24.74,58.13
Total Current Assets,2726.32,3292.40,3247.17,3472.59,4355.01
"Property/Plant/Equipment, Total - Gross",0,0,135.39,163.31,167.72
"Accumulated Depreciation, Total",0,0,-98.70,-106.73,-121.67
"Property/Plant/Equipment, Total - Net",45.37,40.92,36.69,56.58,46.05
"Goodwill, Net",14.14,14.03,14.82,14.62,14.70
"Intangibles, Net",0.32,0.31,0.32,2.42,1.23
Long Term Investments,2.00,1.87,1.30,1.34,1.28
Total Assets,2832.54,3352.76,3303.88,3594.21,4642.93
Accounts Payable,0,0,0,291.95,0
Accrued Expenses,0,0,0,48.56,0
Notes Payable/Short Term Debt,631.12,826.60,1174.76,1121.85,1484.44
"Other Current liabilities, Total",639.54,688.57,495.69,586.15,1042.17
Total Current Liabilities,1452.46,1943.91,1833.18,2053.99,2947.10
Total Long Term Debt,0.00,0.00,0.00,13.01,9.43
Total Debt,631.12,826.61,1174.76,1140.33,1499.33
Deferred Income Tax,0.88,1.30,1.35,2.19,2.30
"Other Liabilities, Total",0.17,2.01,0.00,0,28.01
Total Liabilities,1473.54,1966.42,1853.29,2088.88,3007.09
"Common Stock, Total",155.62,167.57,184.27,201.50,217.89
Retained Earnings (Accumulated Deficit),1202.25,1251.83,1290.55,1322.04,1447.41
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),1.13,1.05,0.00,0.00,0
"Other Equity, Total",0.00,-34.11,-24.22,-18.20,-29.47
Total Equity,1359.00,1386.33,1450.59,1505.33,1635.83
Total Liabilities & Shareholders' Equity,2832.54,3352.76,3303.88,3594.21,4642.93
Total Common Shares Outstanding,783.45,792.82,806.20,821.68,836.97
"Tangible Book Value per Share, Common Eq",1.72,1.73,1.78,1.81,1.94
