Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,333.58,376.22,374.97,372.72,587.59
Total Revenue,333.58,376.22,374.97,372.72,587.59
"Selling/General/Admin. Expenses, Total",155.45,171.93,174.86,190.54,230.56
Depreciation/Amortisation,8.38,8.95,9.02,14.48,19.31
Unusual Expense (Income),0.01,-0.10,0.55,1.23,0.89
"Other Operating Expenses, Total",20.24,20.09,20.15,0,0
Total Operating Expense,263.51,286.16,288.58,294.28,403.66
Operating Income,70.07,90.06,86.39,78.44,183.93
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,70.07,90.06,86.39,78.44,183.93
Provision for Income Taxes,11.96,12.54,10.59,9.16,23.22
Net Income After Taxes,58.11,77.52,75.80,69.28,160.71
Net Income Before Extra. Items,56.62,76.25,74.83,69.19,159.41
Net Income,56.62,76.25,74.83,69.19,159.41
Income Available to Com Excl ExtraOrd,56.62,76.25,74.83,69.19,159.41
Income Available to Com Incl ExtraOrd,56.62,76.25,74.83,69.19,159.41
Diluted Net Income,56.62,76.25,74.83,69.19,159.41
Diluted Weighted Average Shares,778.27,788.46,799.97,814.38,829.66
Diluted EPS Excluding ExtraOrd Items,0.07,0.10,0.09,0.08,0.19
DPS - Common Stock Primary Issue,0.04,0.05,0.05,0.04,0.10
Diluted Normalised EPS,0.07,0.10,0.09,0.09,0.19
