Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,70.07,90.06,86.39,78.44,183.93
Depreciation/Depletion,8.38,8.95,9.02,14.29,18.11
Non-Cash Items,36.81,38.89,39.88,52.70,58.76
Cash Taxes Paid,12.37,13.04,10.21,8.29,8.72
Changes in Working Capital,269.04,-206.61,-374.44,-171.39,-504.82
Cash from Operating Activities,384.29,-68.70,-239.15,-25.76,-242.82
Capital Expenditures,-5.71,-4.54,-4.36,-11.97,-5.55
"Other Investing Cash Flow Items, Total",-14.97,0.57,-5.82,-0.80,-0.33
Cash from Investing Activities,-20.68,-3.97,-10.18,-12.77,-5.88
Total Cash Dividends Paid,-20.46,-15.47,-21.37,-20.66,-18.13
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-195.27,152.88,291.32,-167.80,311.34
Foreign Exchange Effects,5.35,-7.63,-2.06,-3.81,-7.80
Net Change in Cash,173.70,72.59,39.92,-210.15,54.84
