Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.69,-26.71,-21.09,-51.75,-181.42
Depreciation/Depletion,7.42,6.57,6.13,5.13,4.80
Non-Cash Items,0.49,12.45,3.63,49.27,152.10
Cash Taxes Paid,1.96,1.00,0.57,0.24,0.00
Changes in Working Capital,15.56,-1.19,-15.71,-8.01,16.42
Cash from Operating Activities,31.16,-8.88,-27.04,-5.36,-8.10
Capital Expenditures,-1.81,-12.36,-0.58,-0.29,-0.02
"Other Investing Cash Flow Items, Total",0.12,0.15,0.04,0.02,0.37
Cash from Investing Activities,-1.68,-12.21,-0.55,-0.27,0.35
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,5.15,1.85,0.00,-8.97,-1.60
Foreign Exchange Effects,0.45,-0.23,0.42,0.20,-0.03
Net Change in Cash,35.08,-19.48,-27.17,-14.40,-9.38
