Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,73.52,52.19,25.02,11.54,1.25
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,73.52,52.19,25.02,11.54,1.25
"Accounts Receivable - Trade, Net",133.95,121.60,122.95,100.50,34.25
"Total Receivables, Net",137.27,125.04,127.23,104.68,36.67
Prepaid Expenses,12.25,14.51,23.77,25.58,0.00
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,276.10,246.70,227.60,176.80,37.92
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",51.22,49.87,44.32,39.78,0.00
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,338.14,307.08,282.14,226.79,37.92
Accounts Payable,24.43,17.66,22.66,26.70,12.54
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,22.00,22.00,22.00,13.94,11.43
"Other Current liabilities, Total",11.39,13.98,13.03,13.55,22.79
Total Current Liabilities,57.82,53.64,57.68,54.19,46.76
Total Long Term Debt,0.00,0.00,0.00,0.00,0.00
Total Debt,22.00,22.00,22.00,13.94,11.43
Deferred Income Tax,1.18,1.18,1.18,0.00,0.00
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,59.00,54.82,58.86,54.19,46.76
"Common Stock, Total",140.54,140.54,140.54,140.54,140.54
Retained Earnings (Accumulated Deficit),139.43,111.65,82.49,31.68,-149.74
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.84,0.07,0.24,0.38,0.35
Total Equity,279.13,252.26,223.27,172.60,-8.85
Total Liabilities & Shareholders' Equity,338.14,307.08,282.14,226.79,37.92
Total Common Shares Outstanding,254.88,254.88,254.88,254.88,254.88
"Tangible Book Value per Share, Common Eq",1.10,0.99,0.88,0.68,-0.03
