Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,286.56,238.18,228.88,207.78,30.67
Total Revenue,286.56,238.18,228.88,207.78,30.67
"Selling/General/Admin. Expenses, Total",26.49,24.15,25.61,22.66,19.95
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,10.91,2.72,48.36,141.73
"Other Operating Expenses, Total",-4.93,-0.79,-2.82,-1.57,13.18
Total Operating Expense,278.87,263.84,248.92,258.49,211.32
Operating Income,7.69,-25.65,-20.04,-50.71,-180.66
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.06,-1.05,-1.04,-0.76
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.69,-26.71,-21.09,-51.75,-181.42
Provision for Income Taxes,2.66,0.23,0.57,-0.94,0.00
Net Income After Taxes,5.03,-26.94,-21.66,-50.81,-181.42
Net Income Before Extra. Items,5.03,-26.94,-21.66,-50.81,-181.42
Net Income,5.03,-26.94,-21.66,-50.81,-181.42
Income Available to Com Excl ExtraOrd,5.03,-26.94,-21.66,-50.81,-181.42
Income Available to Com Incl ExtraOrd,5.03,-26.94,-21.66,-50.81,-181.42
Diluted Net Income,5.03,-26.94,-21.66,-50.81,-181.42
Diluted Weighted Average Shares,254.88,254.88,254.88,254.88,254.88
Diluted EPS Excluding ExtraOrd Items,0.02,-0.11,-0.08,-0.20,-0.71
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.02,-0.08,-0.08,-0.08,-0.15
