Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,60.90,73.08,59.18,0,0
Short Term Investments,5.07,0.81,70.95,33.92,15.91
Cash and Short Term Investments,65.97,73.89,130.13,81.02,80.65
"Accounts Receivable - Trade, Net",197.01,206.79,165.53,127.54,146.61
"Total Receivables, Net",207.75,223.51,181.16,127.54,146.61
Prepaid Expenses,1.74,2.06,1.61,0,0
"Other Current Assets, Total",2.20,0.68,0.62,3.58,5.84
Total Current Assets,430.56,468.60,458.52,332.22,340.78
"Property/Plant/Equipment, Total - Gross",52.04,53.53,52.71,0,0
"Accumulated Depreciation, Total",-16.84,-15.90,-17.38,0,0
"Property/Plant/Equipment, Total - Net",35.20,37.63,35.32,35.28,33.80
"Goodwill, Net",14.13,13.43,8.70,0,0
"Intangibles, Net",0.72,0.38,0.36,7.37,3.23
Long Term Investments,30.14,32.85,15.46,12.25,16.03
Total Assets,512.60,554.29,521.08,389.66,396.72
Accounts Payable,137.71,127.47,93.01,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,160.42,176.00,143.52,87.05,71.78
"Other Current liabilities, Total",4.98,40.83,67.05,2.44,0.95
Total Current Liabilities,371.97,397.55,371.50,230.70,233.99
Total Long Term Debt,15.03,10.34,3.59,10.37,9.70
Total Debt,204.43,239.58,215.04,129.37,137.31
Deferred Income Tax,0.27,0.56,0.66,0.71,0.90
"Other Liabilities, Total",0.54,0.83,0.86,0.64,0.39
Total Liabilities,392.68,416.76,384.35,250.36,255.08
"Common Stock, Total",72.65,72.65,72.65,72.65,72.65
Retained Earnings (Accumulated Deficit),47.74,51.71,61.47,64.99,64.68
Treasury Stock - Common,-0.74,-0.74,-0.74,-0.74,-0.74
Unrealised Gain (Loss),3.73,4.51,-0.68,-0.76,-0.57
"Other Equity, Total",-3.45,9.39,4.03,3.15,5.61
Total Equity,119.93,137.53,136.73,139.30,141.63
Total Liabilities & Shareholders' Equity,512.60,554.29,521.08,389.66,396.72
Total Common Shares Outstanding,895.84,895.84,895.84,895.84,895.84
"Tangible Book Value per Share, Common Eq",0.12,0.14,0.14,0.15,0.15
