Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1402.58,1492.20,1527.11,791.64,731.40
Total Revenue,1402.58,1492.20,1527.11,791.64,731.40
"Selling/General/Admin. Expenses, Total",64.22,66.01,72.57,48.42,41.71
Depreciation/Amortisation,3.81,2.81,3.21,4.63,3.87
Unusual Expense (Income),0.78,1.57,-8.31,3.53,4.26
"Other Operating Expenses, Total",2.76,9.62,6.49,-13.82,-8.72
Total Operating Expense,1390.30,1476.05,1502.07,784.49,729.53
Operating Income,12.28,16.15,25.04,7.15,1.87
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.48,-0.88,0.11,-0.25
"Other, Net",0,0,0,0,0
Net Income Before Taxes,12.28,15.67,24.16,7.25,1.62
Provision for Income Taxes,6.94,4.13,5.71,0.70,0.21
Net Income After Taxes,5.35,11.55,18.46,6.56,1.41
Net Income Before Extra. Items,4.56,9.55,17.66,8.03,0.26
Net Income,4.56,9.55,17.66,8.03,0.26
Income Available to Com Excl ExtraOrd,4.56,9.55,17.66,8.03,0.26
Income Available to Com Incl ExtraOrd,4.56,9.55,17.66,8.03,0.26
Diluted Net Income,4.56,9.55,17.66,8.03,0.26
Diluted Weighted Average Shares,895.84,892.52,896.19,895.84,895.84
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.02,0.01,0.00
DPS - Common Stock Primary Issue,0.00,0.01,0.01,0.00,0.00
Diluted Normalised EPS,0.01,0.01,0.01,0.01,0.00
