Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,12.28,15.67,24.16,7.25,1.62
Depreciation/Depletion,3.49,2.46,2.93,4.47,3.72
Non-Cash Items,9.22,11.99,7.36,-16.38,1.99
Cash Taxes Paid,8.08,5.18,4.48,1.83,1.72
Changes in Working Capital,-4.84,-41.81,-24.07,89.88,5.19
Cash from Operating Activities,20.47,-11.34,10.66,85.37,12.66
Capital Expenditures,-2.63,-1.22,-1.80,-0.53,-0.62
"Other Investing Cash Flow Items, Total",1.09,-0.93,28.42,7.30,0.03
Cash from Investing Activities,-1.54,-2.15,26.62,6.77,-0.59
Total Cash Dividends Paid,-4.52,-3.01,-12.29,-4.47,-0.83
"Issuance (Retirement) of Stock, Net",0,0,0,0.04,0.05
Cash from Financing Activities,-17.13,19.23,-50.84,-104.34,6.09
Foreign Exchange Effects,-0.69,1.26,-0.35,0.05,0.46
Net Change in Cash,1.11,7.00,-13.90,-12.14,18.63
