Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,10.29,9.88,6.09,7.26,-5.16
Depreciation/Depletion,2.17,2.19,1.85,5.06,5.64
Non-Cash Items,1.06,0.91,1.18,2.26,7.68
Cash Taxes Paid,1.74,1.74,1.10,0.94,0.49
Changes in Working Capital,10.56,-11.95,-19.41,-9.54,15.81
Cash from Operating Activities,24.76,1.51,-9.68,5.52,24.29
Capital Expenditures,-2.23,-2.67,-1.19,-0.57,-0.89
"Other Investing Cash Flow Items, Total",-2.14,0.06,0.68,-0.55,0.17
Cash from Investing Activities,-4.37,-2.61,-0.51,-1.12,-0.72
Total Cash Dividends Paid,-7.27,-7.27,-7.27,-4.54,-4.53
"Issuance (Retirement) of Stock, Net",-0.55,-0.62,-0.66,-0.78,-0.51
Cash from Financing Activities,-16.14,-4.37,-3.95,-10.10,-19.28
Foreign Exchange Effects,0.04,-0.47,-0.03,0.03,-0.08
Net Change in Cash,4.29,-5.94,-14.17,-5.67,4.22
