Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,748.00,850.81,1080.23,1055.64,674.63
Total Revenue,748.00,850.81,1080.23,1055.64,674.63
"Selling/General/Admin. Expenses, Total",67.27,73.94,108.33,110.37,131.54
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.50,-0.23,-0.25,-0.38,-0.13
"Other Operating Expenses, Total",-4.46,-2.62,-3.51,-3.78,-23.10
Total Operating Expense,671.89,779.34,982.19,1011.58,752.03
Operating Income,76.11,71.47,98.04,44.06,-77.40
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,76.11,71.47,98.04,44.06,-77.40
Provision for Income Taxes,24.39,15.31,17.79,11.50,1.09
Net Income After Taxes,51.72,56.16,80.25,32.56,-78.49
Net Income Before Extra. Items,35.69,32.74,63.12,33.32,-81.07
Net Income,35.69,32.74,63.12,33.32,-81.07
Income Available to Com Excl ExtraOrd,35.69,32.74,63.12,33.32,-81.07
Income Available to Com Incl ExtraOrd,35.69,32.74,63.12,33.32,-81.07
Diluted Net Income,35.69,32.74,63.12,33.32,-81.07
Diluted Weighted Average Shares,626.24,631.73,635.90,664.34,782.95
Diluted EPS Excluding ExtraOrd Items,0.06,0.05,0.10,0.05,-0.10
DPS - Common Stock Primary Issue,0.04,0.04,0.04,0.04,0.02
Diluted Normalised EPS,0.06,0.05,0.11,0.05,-0.08
