Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,76.11,71.47,98.04,44.06,-77.40
Depreciation/Depletion,6.99,11.17,18.81,25.12,37.42
Non-Cash Items,16.00,35.39,73.45,68.52,80.79
Cash Taxes Paid,34.24,22.26,5.81,7.40,21.37
Changes in Working Capital,-356.14,-609.21,-288.88,-69.08,97.02
Cash from Operating Activities,-256.94,-490.96,-98.41,69.12,140.31
Capital Expenditures,-2.03,-118.53,-21.89,-20.12,-50.36
"Other Investing Cash Flow Items, Total",11.06,43.76,-49.22,-23.93,-7.47
Cash from Investing Activities,9.03,-74.77,-71.11,-44.04,-57.83
Total Cash Dividends Paid,-24.84,-24.84,-24.84,-25.04,-31.32
"Issuance (Retirement) of Stock, Net",0.00,0.00,2.77,0.00,-0.05
Cash from Financing Activities,287.20,342.13,256.66,7.61,-87.59
Foreign Exchange Effects,-0.16,-0.13,-2.42,-1.02,0.67
Net Change in Cash,39.13,-223.74,84.71,31.67,-4.45
