Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,399.65,199.61,208.58,236.76,148.94
Total Revenue,399.65,199.61,208.58,236.76,148.94
"Selling/General/Admin. Expenses, Total",8.63,7.63,6.77,8.72,6.50
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.30,0.16,0.01,0.07,0.06
"Other Operating Expenses, Total",-0.39,0.63,1.68,1.91,-3.80
Total Operating Expense,385.23,207.72,210.50,243.28,176.54
Operating Income,14.42,-8.12,-1.92,-6.52,-27.60
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.01,0.52,-0.49,-1.89,-1.91
"Other, Net",0,0,0,0,0
Net Income Before Taxes,14.41,-7.60,-2.41,-8.41,-29.51
Provision for Income Taxes,2.53,-1.62,0.87,0.73,-0.84
Net Income After Taxes,11.88,-5.97,-3.28,-9.14,-28.67
Net Income Before Extra. Items,11.88,-5.97,-3.24,-9.14,-28.67
Net Income,11.88,-5.97,-3.24,-9.14,-28.67
Income Available to Com Excl ExtraOrd,11.88,-5.97,-3.24,-9.14,-28.67
Income Available to Com Incl ExtraOrd,11.88,-5.97,-3.24,-9.14,-28.67
Diluted Net Income,11.88,-5.97,-3.24,-9.14,-28.67
Diluted Weighted Average Shares,693.49,672.00,672.99,744.90,841.24
Diluted EPS Excluding ExtraOrd Items,0.02,-0.01,-0.00,-0.01,-0.03
DPS - Common Stock Primary Issue,0.01,0,0,0,0
Diluted Normalised EPS,0.02,-0.01,-0.00,-0.01,-0.03
