Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.30,-0.92,-2.31,0.79,0.09
Depreciation/Depletion,0,0.00,0.05,0.39,0.39
Non-Cash Items,1.47,-0.12,0.92,-0.74,0.40
Cash Taxes Paid,0.02,0.00,0.00,-0.00,0.02
Changes in Working Capital,-4.96,0.40,0.38,0.16,0.13
Cash from Operating Activities,-3.79,-0.64,-0.96,0.60,1.00
Capital Expenditures,-0.45,0,-0.02,-0.00,-0.07
"Other Investing Cash Flow Items, Total",2.02,-0.06,12.18,0.00,0
Cash from Investing Activities,1.56,-0.06,12.17,-0.00,-0.07
Total Cash Dividends Paid,-11.82,-1.26,0.00,0,0
"Issuance (Retirement) of Stock, Net",0,0,0.00,0.00,0
Cash from Financing Activities,-9.17,-1.26,-0.01,-0.27,-0.22
Foreign Exchange Effects,0.00,-0.00,0.00,-0.00,-0.00
Net Change in Cash,-11.39,-1.97,11.20,0.33,0.72
