Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,PRESS,PRESS
Net Income/Starting Line,0.50,-0.38,-0.92,-0.49,-0.43
Depreciation/Depletion,0,0,0,0.04,0.00
Non-Cash Items,0.10,0.09,0.29,-0.00,0.00
Cash Taxes Paid,0.02,-0.25,-0.02,0.00,0.00
Changes in Working Capital,-0.32,0.39,0.04,0.16,0.29
Cash from Operating Activities,0.28,0.09,-0.59,-0.29,-0.13
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",0.00,0.00,0.00,0,0
Cash from Investing Activities,0.00,0.00,0.00,0,0
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.33,0,0,0.06,0.10
Foreign Exchange Effects,0.00,-0.01,-0.01,-0.01,0.00
Net Change in Cash,-0.05,0.09,-0.60,-0.25,-0.03
